id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,cardType,qNone_PassEndY,qNone_Length,qNone_PassEndX,qNone_Angle,qNone_Zone,qNone_Longball,qNone_Defensive,qNone_OppositeRelatedEvent,qNone_Offensive,qNone_Chipped,qNone_LeftFoot,qNone_Cross,qNone_Head,qNone_MissLeft,qNone_MissRight,qNone_CornerTaken,qNone_RightFoot,qNone_ThrowIn,qNone_OverRun,qNone_LayOff,qNone_GoalKick,qNone_PlayerCaughtOffside,qNone_FreekickTaken,qNone_IndirectFreekickTaken,qNone_Foul,qNone_HeadPass,qNone_MissHigh,qNone_StandingSave,qNone_IntentionalAssist,qNone_ShotAssist,qNone_BigChanceCreated,qNone_KeyPass,qNone_GoalMouthY,qNone_BoxCentre,qNone_FirstTouch,qNone_FromCorner,qNone_BigChance,qNone_RelatedEventId,qNone_Assisted,qNone_GoalMouthZ,qNone_KeeperThrow,qNone_SmallBoxCentre,qNone_RegularPlay,qNone_Blocked,qNone_BlockedY,qNone_BlockedX,qNone_LowRight,qNone_OutfielderBlock,qNone_GoalDisallowed,qNone_LeadingToAttempt,qNone_OutOfBoxCentre,qNone_IndividualPlay,qNone_HighClaim,qNone_LowLeft,qNone_LowCentre,qNone_Volley,qNone_Throughball,qNone_IntentionalGoalAssist,qNone_BlockedCross,qNone_LeadingToGoal,qNone_FastBreak,qNone_BoxLeft,qNone_Yellow,qNone_HighCentre,qNone_SetPiece,qNone_ParriedSafe,qNone_Hands,qNone_KeeperSaveInTheBox,qNone_PlayerPosition,qNone_JerseyNumber,qNone_FormationSlot,qNone_InvolvedPlayers,qNone_TeamPlayerFormation,qNone_CaptainPlayerId,qNone_TeamFormation,qNone_DivingSave,qNone_HighRight,qNone_DirectFreekick,qNone_BoxRight,qNone_Collected
2835726787.00,432,44,40.00,167,85.10,28.80,44,FirstHalf,BallTouch,Unsuccessful,"[91, 69]",True,444791.00,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727145.00,274,44,40.00,161,8.50,69.30,44,FirstHalf,Clearance,Successful,"[91, 94, 95, 216]",True,431283.00,62.00,67.90,,,,,,,,,,67.9,56.2,62.0,6.27,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835726929.00,433,44,48.00,167,35.70,31.50,44,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 38, 216, 218]",True,101374.00,53.10,21.80,,,,,,,,,,21.8,19.4,53.1,5.94,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835726959.00,434,44,50.00,167,53.10,21.80,44,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 37, 216, 218]",True,422939.00,65.80,30.90,,,,,,,,,,30.9,14.7,65.8,0.43,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835726977.00,435,44,52.00,167,65.80,30.90,44,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 38, 216, 218]",True,444791.00,47.80,23.10,,,,,,,,,,23.1,19.6,47.8,3.42,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835726997.00,436,44,53.00,167,48.40,22.60,44,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 37, 216, 218]",True,422939.00,60.20,39.30,,,,,,,,,,39.3,16.8,60.2,0.74,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727075.00,437,44,54.00,167,60.20,39.30,44,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 38, 216, 218]",True,136741.00,48.50,26.30,,,,,,,,,,26.3,15.1,48.5,3.77,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727115.00,438,44,59.00,167,50.10,27.80,44,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 38, 216, 218]",True,422939.00,56.10,13.30,,,,,,,,,,13.3,11.7,56.1,5.28,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727123.00,439,45,2.00,167,60.20,16.60,45,FirstHalf,BallTouch,Unsuccessful,"[91, 69]",True,343382.00,,,,,,,,,,,,,,,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727147.00,275,45,3.00,161,34.50,83.00,45,FirstHalf,BallRecovery,Successful,[93],False,415341.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727165.00,276,45,4.00,161,36.00,88.60,45,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 38, 215, 218]",True,415341.00,28.40,75.00,,,,,,,,,,75.0,12.2,28.4,4.00,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727187.00,277,45,5.00,161,28.30,73.00,45,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 37, 215, 218]",True,431283.00,32.40,89.60,,,,,,,,,,89.6,12.1,32.4,1.21,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727199.00,278,45,6.00,161,32.10,88.90,45,FirstHalf,Pass,Unsuccessful,"[91, 118, 120, 29, 36, 37, 216, 218]",True,415341.00,37.50,89.40,,,,,,,,,,89.4,5.7,37.5,0.06,Back,,,459,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728597.00,459,45,6.00,167,65.20,4.30,45,FirstHalf,BlockedPass,Successful,"[91, 60]",True,430709.00,,,,,,,,,,,,,,,,Right,,1.00,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727417.00,281,45,20.00,161,36.70,100.00,45,FirstHalf,Pass,Unsuccessful,"[91, 212, 36, 38, 216]",True,415341.00,65.20,76.40,,,,,,,,,,76.4,34.3,65.2,5.77,Center,1.00,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727469.00,441,45,23.00,167,35.10,26.00,45,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,101374.00,59.20,30.70,,,,,,,,,,30.7,25.5,59.2,0.13,Center,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727473.00,442,45,25.00,167,59.20,30.70,45,FirstHalf,BallTouch,Unsuccessful,"[91, 69]",True,388098.00,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727485.00,282,45,26.00,161,41.20,90.50,45,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 38, 216, 218]",True,415341.00,56.20,82.30,,,,,,,,,,82.3,16.7,56.2,5.94,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727491.00,283,45,27.00,161,56.20,82.30,45,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 36, 38, 216, 218]",True,333048.00,60.40,74.80,,,,,,,,,,74.8,6.7,60.4,5.43,Center,,,443,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727511.00,443,45,27.00,167,44.10,22.70,45,FirstHalf,BlockedPass,Successful,"[91, 60]",True,422939.00,,,,,,,,,,,,,,,,Back,,1.00,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727533.00,444,45,30.00,167,56.20,10.00,45,FirstHalf,BallRecovery,Successful,[93],False,430709.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727543.00,445,45,31.00,167,56.20,10.00,45,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 36, 37, 216, 218]",True,430709.00,58.20,19.50,,,,,,,,,,19.5,6.8,58.2,1.26,Right,,,284,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727539.00,284,45,31.00,161,61.10,90.80,45,FirstHalf,BlockedPass,Successful,"[91, 60]",True,397585.00,,,,,,,,,,,,,,,,Left,,1.00,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727583.00,285,45,32.00,161,56.20,80.60,45,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,415341.00,69.70,75.30,,,,,,,,,,75.3,14.6,69.7,6.03,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727587.00,286,45,33.00,161,69.70,75.30,45,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 139, 35, 38, 217, 218]",True,377411.00,67.30,66.60,,,,,,,,,,66.6,6.4,67.3,4.31,Center,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727599.00,447,45,34.00,167,35.80,33.00,45,FirstHalf,Pass,Successful,"[91, 117, 30, 124, 36, 38, 216, 218]",True,136741.00,41.30,21.90,,,,,,,,,,21.9,9.5,41.3,5.37,Back,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727601.00,448,45,35.00,167,37.80,19.00,45,FirstHalf,Dispossessed,Successful,"[91, 70]",True,343382.00,,,,,,,,,,,,,,,,Back,,,287,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727623.00,287,45,35.00,161,62.20,81.00,45,FirstHalf,Tackle,Successful,"[91, 143]",True,333048.00,,,,,,,,,,,,,,,,Left,,1.00,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727627.00,288,45,36.00,161,58.70,77.30,45,FirstHalf,BallRecovery,Successful,[93],False,333048.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727647.00,289,45,37.00,161,62.90,94.70,45,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,333048.00,68.80,86.00,,,,,,,,,,86.0,8.6,68.8,5.52,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727659.00,290,45,38.00,161,68.80,86.00,45,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,415341.00,75.40,94.40,,,,,,,,,,94.4,9.0,75.4,0.69,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727695.00,291,45,39.00,161,75.50,94.40,45,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,333048.00,72.00,53.60,,,,,,,,,,53.6,28.0,72.0,4.58,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727721.00,292,45,42.00,161,72.00,51.20,45,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,320242.00,79.90,20.10,,,,,,,,,,20.1,22.7,79.9,5.09,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727807.00,293,45,45.00,161,81.80,16.40,45,FirstHalf,Pass,Successful,"[91, 119, 137, 124, 125, 36, 37, 217, 218]",True,368547.00,91.20,46.00,,,,,,,,,,46.0,22.4,91.2,1.11,Center,,,,,1.00,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727813.00,294,45,47.00,161,90.80,47.50,45,FirstHalf,BallTouch,Unsuccessful,"[91, 69]",True,333048.00,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727797.00,449,45,48.00,167,10.40,48.60,45,FirstHalf,Pass,Successful,"[91, 117, 30, 139, 35, 37, 215, 218]",True,422939.00,3.60,48.90,,,,,,,,,,48.9,7.1,3.6,3.11,Back,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835727805.00,450,45,50.00,167,3.60,48.90,45,FirstHalf,KeeperPickup,Successful,[93],False,404852.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728101.00,451,46,3.00,167,4.00,50.30,46,FirstHalf,Pass,Unsuccessful,"[91, 118, 120, 29, 36, 37, 215, 218]",True,404852.00,9.80,67.50,,,,,,,,,,67.5,13.2,9.8,1.09,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835956455.00,776,46,6.00,161,88.30,35.50,46,FirstHalf,Interception,Successful,"[91, 101, 56]",True,320242.00,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728113.00,453,46,8.00,167,13.00,89.70,46,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 215, 218]",True,355401.00,24.20,78.50,,,,,,,,,,78.5,14.0,24.2,5.71,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728125.00,454,46,10.00,167,23.10,82.60,46,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 37, 215, 218]",True,136741.00,14.50,83.60,,,,,,,,,,83.6,9.1,14.5,3.07,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728129.00,455,46,11.00,167,14.40,83.80,46,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 215, 218]",True,355401.00,28.30,78.50,,,,,,,,,,78.5,15.0,28.3,6.04,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728193.00,456,46,12.00,167,19.10,75.00,46,FirstHalf,Pass,Unsuccessful,"[91, 118, 120, 29, 36, 37, 216, 218]",True,315227.00,38.50,82.00,,,,,,,,,,82.0,20.9,38.5,0.23,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728149.00,295,46,14.00,161,58.80,25.60,46,FirstHalf,Interception,Successful,"[91, 101, 56]",True,94042.00,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728241.00,296,46,19.00,161,74.90,4.00,46,FirstHalf,BallRecovery,Successful,[93],False,368547.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728283.00,297,46,19.00,161,74.80,2.20,46,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,368547.00,69.70,14.90,,,,,,,,,,14.9,10.2,69.7,2.13,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728317.00,298,46,22.00,161,68.20,20.90,46,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 35, 37, 216, 218]",True,320242.00,63.10,37.30,,,,,,,,,,37.3,12.4,63.1,2.02,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728335.00,299,46,25.00,161,64.00,38.00,46,FirstHalf,Pass,Successful,"[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,397585.00,87.90,86.20,,,,,,,,,,86.2,41.3,87.9,0.92,Left,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728369.00,300,46,27.00,161,90.50,87.30,46,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 139, 36, 38, 217, 218]",True,415341.00,95.30,75.40,,,,,,,,,,75.4,9.5,95.3,5.27,Center,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728405.00,457,46,30.00,167,3.10,24.70,46,FirstHalf,BallTouch,Unsuccessful,"[91, 69]",True,444791.00,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728439.00,301,46,30.00,161,94.00,80.00,46,FirstHalf,CornerAwarded,Successful,[122],False,415341.00,,,,,,,,,,,,,,,,Left,,,458,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728411.00,458,46,30.00,167,2.10,26.40,46,FirstHalf,CornerAwarded,Unsuccessful,[122],False,444791.00,,,,,,,,,,,,,,,,Back,,,301,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835728969.00,303,47,7.00,161,99.50,99.50,47,FirstHalf,Pass,Unsuccessful,"[91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,320242.00,95.00,52.40,,,,,,,,,,52.4,32.4,95.0,4.57,Center,1.00,,460,,1.00,,1.00,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729021.00,460,47,11.00,167,2.60,50.30,47,FirstHalf,Punch,Unsuccessful,"[91, 95, 206, 215]",True,404852.00,13.40,62.80,,,,,,,,,,62.8,14.2,13.4,0.64,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729047.00,304,47,13.00,161,91.30,28.20,47,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 124, 36, 37, 217, 218]",True,403693.00,96.70,49.30,,,,,,,,,,49.3,15.4,96.7,1.19,Center,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729069.00,461,47,15.00,167,2.90,51.20,47,FirstHalf,Claim,Successful,"[91, 93, 104]",True,404852.00,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729195.00,462,47,22.00,167,6.70,50.20,47,FirstHalf,Pass,Successful,"[91, 36, 37, 215, 218]",True,404852.00,11.60,75.00,,,,,,,,,,75.0,17.6,11.6,1.27,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729227.00,463,47,24.00,167,11.60,75.00,47,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 37, 215, 218]",True,136741.00,22.00,83.10,,,,,,,,,,83.1,12.2,22.0,0.47,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729273.00,464,47,25.00,167,22.00,83.10,47,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 215, 218]",True,355401.00,23.80,67.00,,,,,,,,,,67.0,11.1,23.8,4.88,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729295.00,465,47,28.00,167,23.80,66.20,47,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 38, 215, 218]",True,136741.00,21.40,44.50,,,,,,,,,,44.5,15.0,21.4,4.54,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729331.00,466,47,30.00,167,21.40,44.50,47,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 216, 218]",True,444791.00,43.20,39.80,,,,,,,,,,39.8,23.1,43.2,6.14,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729409.00,467,47,33.00,167,44.30,38.90,47,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 216, 218]",True,343382.00,48.00,10.90,,,,,,,,,,10.9,19.4,48.0,4.91,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835957351.00,777,47,36.00,161,88.30,35.50,47,FirstHalf,Challenge,Unsuccessful,[55],False,397585.00,,,,,,,,,,,,,,,,Center,,,961,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835957353.00,961,47,36.00,167,11.70,64.50,47,FirstHalf,TakeOn,Successful,"[91, 54]",True,101374.00,,,,,,,,,,,,,,,,Back,,1.00,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729439.00,468,47,38.00,167,72.00,23.40,47,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,101374.00,90.40,26.80,,,,,,,,,,26.8,19.5,90.4,0.12,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729449.00,469,47,40.00,167,91.20,26.60,47,FirstHalf,TakeOn,Unsuccessful,"[91, 53]",True,343382.00,,,,,,,,,,,,,,,,Center,,,307,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729467.00,307,47,40.00,161,8.80,73.40,47,FirstHalf,Tackle,Successful,"[91, 143]",True,402810.00,,,,,,,,,,,,,,,,Back,,1.00,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729469.00,308,47,41.00,161,8.20,73.40,47,FirstHalf,CornerAwarded,Unsuccessful,[122],False,402810.00,,,,,,,,,,,,,,,,Back,,,470,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835729461.00,470,47,41.00,167,91.80,26.60,47,FirstHalf,CornerAwarded,Successful,[122],False,343382.00,,,,,,,,,,,,,,,,Center,,,308,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835730071.00,471,48,20.00,167,99.50,0.50,48,FirstHalf,Pass,Successful,"[91, 119, 123, 138, 124, 125, 31, 32, 34, 39, 41, 42, 35, 37, 217, 218]",True,136741.00,91.00,47.80,,,,,,,,,,47.8,33.4,91.0,1.84,Center,1.00,,,,1.00,1.00,1.00,,,,1.00,,,,,,,,,,,,,1.00,13,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835730103.00,472,48,23.00,167,90.80,48.80,48,FirstHalf,Aerial,Successful,"[197, 199]",False,315227.00,,,,,,,,,,,,,,,,Center,,,309,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835730087.00,309,48,23.00,161,9.20,51.20,48,FirstHalf,Aerial,Unsuccessful,"[198, 200]",False,402810.00,,,,,,,,,,,,,,,,Back,,1.00,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835730111.00,473,48,24.00,167,91.40,48.30,48,FirstHalf,MissedShots,Successful,"[91, 7, 90, 10, 1, 5, 14]",True,315227.00,,,471.00,136741.00,22.20,65.20,True,96.90,59.90,,,,,,,Center,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,1.00,,,,65.2,1.00,1.00,1.00,,471,1.00,22.2,,,,,59.9,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835730123.00,474,48,24.00,167,95.60,57.20,48,FirstHalf,BallTouch,Unsuccessful,"[91, 69]",True,388098.00,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
